2608.084800,21326.501646,101455.868377,106659.043527,883.862371,3668.949475
12528.878737,3980.313317,-20733.769166,24111.649257,-1041.433158,1715.548776
15116.460523,29607.876986,-22946.934339,20578.001418,-1442.188249,2247.924030
114038.903734,14505.252193,101468.430336,-12902.752431,-31.922712,-90.929011
34177639.387366,-2095964.367064,36772891.042333,12275364.794705,629050.677815,-143069.073526
1055014.155465,-4267387.688302,-1901676.877021,3215237.090608,475290.790939,-15571.691005
-1775335.587873,-342855.283741,-1803901.890596,-1109808.074851,-59413.151277,-140805.166907
-246576.605804,-3459438.535080,1113569.251681,-1705280.842618,-10214.021483,291316.964200
2917445.603153,616609.740739,-532747.730792,-1209967.922330,-138069.529466,-308813.861002
-8048270.188785,2844396.548227,-3430139.983488,-1749982.367913,-276983.456932,-80027.644092
2238400.094990,263893.777644,1699629.946563,6827.156960,54143.337573,4136.282179
2865274.928969,248016.079189,-1348191.139554,-3272702.783546,86868.239603,267375.721383
-1538899.974330,-1296809.133596,1523960.377249,-4070253.503341,-1956.130709,-167747.026182
29598.099741,-180414.044807,-85387.126792,7261.281312,14549.670585,6620.613643
-499900.099697,-3291160.245494,-4904226.205681,-3726686.215229,41857.803149,-362743.694488
121510.088635,-19394.929190,-7659.511063,49655.640291,8187.641543,1424.891179
346932.402302,1094659.836381,686349.676400,-3135526.089238,-68158.473129,308126.411351
1686850.162613,-21976.422311,1899181.778461,-4075433.880189,38478.151368,-221872.378418
-1738723.676909,227522.207200,-1764778.340803,-680999.725056,-111314.914226,-666.501520
-772539.322377,-530696.342587,-1017726.465857,-367324.955037,-13930.309927,-13269.770085
-1817749.866852,2084501.789763,1726106.465347,-133098.434596,32765.217018,260471.495879
-4072320.022336,-1591140.851445,-2753455.954431,1916796.381910,-302418.924881,-514733.024804
1675042.733650,-866126.171666,950309.031745,-15462.200039,30603.044010,15305.427746
115790.504811,241883.704282,314007.666937,-11471.321544,-57547.191177,-5364.011842
-1250864.995389,776340.608617,-972612.833544,646885.308485,-214149.077399,-22552.978945
-922877.149459,270275.468257,-1097930.454825,1985235.275293,-17581.337440,131334.804258
7868.612207,-78599.435881,-67627.765633,282536.467986,1310.332279,2618.084285
301995.386595,-231069.236613,2499637.409332,-503094.984851,-1120.522076,18748.712632
-12864168.487097,-9929337.442118,-238664.542018,588291.326363,19277.488237,616830.743623
32691.001804,2078550.519903,739186.022833,-1989667.892099,-255630.733477,-430028.862297
-2555248.407530,8930670.795539,3074938.494497,360500.662968,-319725.647893,221799.205967
3573275.146245,5816894.356170,1764845.193411,-2628655.840072,-154450.856571,55773.810689
8403799.745417,3395780.636955,7160487.341506,10843188.132175,174218.247140,-470354.140347
960717.996976,-905770.062152,1131550.664868,-114434.302371,24154.889980,-867.141986
1611183.174363,697914.402960,1587606.992757,75517.223168,-38348.467627,-24797.096576
-13318871.929715,-1140536.553468,-13513585.707040,142726.387784,-130573.147869,183333.240173
-895262.474457,1579254.557345,-1798269.105493,1757395.367967,69714.471773,-28831.648488
193301168.926435,89796804.035615,11357912.865720,-2108151.259099,-73931.812895,103718.475569
6838591.057433,-5961291.067808,6507235.804760,1707177.426246,-179264.082172,-187676.871284
-1411714.411955,-678519.725078,-3246487.023289,793997.207015,74276.917365,411367.324811
843997.606658,224231.374324,1075936.917322,686955.123639,71099.635177,-14545.050764
-332904.370634,-826311.550152,-279315.597180,228333.686588,-27487.534309,-8057.313057
267193.796347,1233007.493670,-2360949.249720,3806569.979823,-228583.665833,-403179.645327
-1295909.689004,7039992.232266,3235242.880806,10869778.101436,-19325.851107,-514828.712220
841100.482458,597629.973781,-1141328.364029,-600108.888446,6778.250311,-67238.087053
-1272754.284906,-1528353.059831,1415726.083933,-2732764.276898,-766582.804178,-383044.887632
543226.991886,496224.166401,-782152.432169,-520451.765703,17161.770362,42507.870922
-249176.036857,322756.713387,-585677.613130,-285337.906529,-49545.538355,23713.914587
-668958.521587,694230.826015,587834.021643,471109.360250,89366.878047,-51839.945130
408006.316505,-224476.136940,360897.310164,-40448.277141,-24490.977139,-5619.392849
272189.534178,306282.761189,-427628.763042,-275049.263729,-21993.647235,26261.647512
-28858.144546,94680.151283,-4311.068337,-119037.429192,-7730.666728,14893.369218
390075.719743,261667.279597,202698.337707,-926636.986574,-73095.367082,43034.301342
-105157.655400,-463359.570238,289816.967507,498096.047751,56339.368938,-75877.901176
240799.830675,372086.642359,267183.385321,-188886.585594,2638.659849,-9383.858482
610700.198115,1058014.709664,-736797.829988,-330938.352776,-51062.568837,-8112.605305
-1216542.273202,-2582955.290232,869086.992056,416905.328460,8010.426063,-35660.216898
14954.597638,131687.591808,211326.960279,36830.515723,-1300.731765,5673.925814
1286134.188173,-1004489.363789,-3074649.851301,3402123.918842,510472.395695,27031.068068
-864212.340349,1407402.389604,-573438.220297,128683.360658,-1822.735340,-2110.745796
692798.885618,-115394.548823,163904.645858,5451251.724437,263651.116811,356282.216433
-539515.195557,-723305.405323,102169.973335,-667851.803884,30570.595774,57734.664574
-162389.267861,304437.395571,462875.248115,233215.921359,20291.200350,2585.960647
1873908.947143,255697.220457,551492.180954,743673.371234,40829.636062,-39294.878784
241038.872233,130563.755018,-633995.347876,784459.059885,39486.537023,-66497.071659
-5472758.842499,17590412.839419,77073.665060,1335965.062729,188730.928761,451176.724914
285489.342739,519747.028842,462261.237105,869903.863467,44478.730578,72577.877088
691451.876123,-839546.822704,302923.273924,171979.460287,39383.845001,90758.667803
649989.624429,-448968.847753,570483.705855,1140480.009943,56155.205892,31594.526675
-368126.275996,-14542215.948462,1585882.149014,943039.424004,813486.663847,-26703.196365
2167236495.141654,-12841668814.300043,-328619234.138405,-122187968.368949,321358.964405,-454725.354735
-203311.737006,3490720.474976,612217.895725,-3679513.367283,-378332.921084,-220571.356792
-6168976.676146,-6154737.153438,-13742457.886728,-4036895.904608,604951.591197,324899.359364
2839381.040358,-350178.835205,-2526865.388391,-2604.283484,-18757.937877,-231996.700004
495842.710354,11058.965624,-504389.689272,360043.221270,2334.975345,-1649.225238
399609.682944,-119138.951634,-70815.377738,-1482145.913310,117912.782370,74279.623223
-1629424.420865,-744775.951090,-1112774.727054,-1502058.850682,6138.079664,-42917.771112
-2204702.440245,-180311.356967,-3916500.841810,565062.203052,190069.273310,-798609.449312
319560.066668,-375853.894292,1637120.180348,58514.244548,4359.809853,-245.453780
-3809.557224,24005.637956,-46349.882599,5050.873246,-2531.496036,1378.026608
583763.384349,-2834818.661762,2113338.275905,3820801.227564,-83712.028530,-314318.561794
17441.069666,16572.230996,-7206.142412,-9168.481537,-484.409458,763.214912
-4314627.356974,2639728.371920,-588498.389440,519732.503591,-219516.694762,295462.764094
-1327674.069988,-339506.206388,847982.052680,1604701.265917,27800.603553,3840.565251
-99587.930566,-26682.162497,540922.280191,177883.211840,-895.122092,6836.973169
-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan
