1,0.019742,0.044922,-0.976676,-0.562373,-0.060544,0.003342,0.635294,-0.941166,-27.124385,-68.830245,-77.738672,-2.431549
1,0.018185,0.037281,-0.904602,-0.518820,-0.056057,0.002863,0.661445,-0.913180,-27.908339,-70.456758,-80.440228,-2.263611
1,0.029299,0.060166,-1.458066,-0.836825,-0.090365,0.004621,0.654213,-0.905790,-27.611655,-69.727280,-79.541230,-2.244964
1,0.036818,0.075715,-1.833190,-1.052878,-0.113632,0.005818,0.649813,-0.902267,-27.433411,-69.286195,-79.001827,-2.236858
1,0.039932,0.082228,-1.989329,-1.143415,-0.123333,0.006321,0.648340,-0.901852,-27.375468,-69.143716,-78.816202,-2.236297
1,0.040665,0.083838,-2.027035,-1.166003,-0.125697,0.006448,0.648457,-0.903106,-27.382644,-69.163102,-78.819640,-2.239668
1,0.041771,0.086217,-2.083436,-1.199429,-0.129220,0.006634,0.648502,-0.903814,-27.385074,-69.169267,-78.807478,-2.241404
1,0.044373,0.091698,-2.214511,-1.275964,-0.137376,0.007060,0.647812,-0.903001,-27.354498,-69.091029,-78.696762,-2.239103
1,0.048669,0.100636,-2.430702,-1.401752,-0.150815,0.007754,0.646230,-0.901356,-27.286454,-68.916890,-78.473057,-2.234570
1,0.055741,0.115379,-2.785910,-1.608133,-0.172888,0.008897,0.643065,-0.897193,-27.150895,-68.574082,-78.052085,-2.223473
1,0.057204,0.118522,-2.861304,-1.653330,-0.177601,0.009147,0.643095,-0.897409,-27.149694,-68.571121,-78.013438,-2.222969
1,0.054516,0.113062,-2.729170,-1.578679,-0.169434,0.008733,0.645503,-0.900847,-27.248330,-68.820794,-78.257442,-2.230154
1,0.052766,0.109541,-2.643920,-1.531112,-0.164176,0.008469,0.647417,-0.903472,-27.325471,-69.016599,-78.435656,-2.235029
1,0.052566,0.109239,-2.636400,-1.528596,-0.163744,0.008455,0.648485,-0.904805,-27.366331,-69.121187,-78.505636,-2.236437
1,0.052561,0.109353,-2.638757,-1.531906,-0.163927,0.008473,0.649474,-0.905984,-27.403463,-69.216795,-78.561154,-2.237266
1,0.052770,0.109909,-2.652022,-1.541651,-0.164790,0.008526,0.650360,-0.907029,-27.436008,-69.301308,-78.599394,-2.237593
1,0.053271,0.110891,-2.679825,-1.559072,-0.166546,0.008609,0.651295,-0.908010,-27.470104,-69.388390,-78.642574,-2.237726
1,0.053739,0.112170,-2.706199,-1.577776,-0.168220,0.008726,0.651864,-0.908952,-27.489612,-69.442957,-78.630491,-2.237465
1,0.053968,0.112790,-2.721584,-1.588968,-0.169237,0.008783,0.652791,-0.910222,-27.523816,-69.532974,-78.661955,-2.237969
1,0.054109,0.113215,-2.732099,-1.597600,-0.169935,0.008829,0.653778,-0.911674,-27.560516,-69.629943,-78.696069,-2.238818
1,0.054454,0.114274,-2.753674,-1.613645,-0.171337,0.008927,0.654505,-0.912795,-27.585958,-69.700317,-78.690546,-2.238488
1,0.054922,0.115173,-2.781781,-1.631383,-0.173150,0.009003,0.655495,-0.914459,-27.623218,-69.798094,-78.722315,-2.239930
1,0.055291,0.116098,-2.803177,-1.647389,-0.174498,0.009096,0.656416,-0.916042,-27.656982,-69.889116,-78.736061,-2.240758
1,0.055324,0.116303,-2.808949,-1.653709,-0.174907,0.009127,0.657543,-0.917990,-27.699562,-70.002685,-78.771602,-2.242383
1,0.055413,0.116624,-2.817722,-1.661897,-0.175503,0.009169,0.658658,-0.919985,-27.741602,-70.115310,-78.801750,-2.244006
1,0.055298,0.116518,-2.816283,-1.664154,-0.175466,0.009177,0.659912,-0.922242,-27.789527,-70.243211,-78.844973,-2.246168
1,0.055180,0.116404,-2.814785,-1.666456,-0.175425,0.009185,0.661191,-0.924584,-27.838379,-70.373865,-78.887008,-2.248415
1,0.055283,0.116755,-2.824648,-1.675572,-0.176093,0.009231,0.662371,-0.926840,-27.882997,-70.494196,-78.913369,-2.250343
1,0.055563,0.117487,-2.843779,-1.690297,-0.177340,0.009307,0.663479,-0.929006,-27.924429,-70.606812,-78.927110,-2.251908
1,0.055558,0.117252,-2.848799,-1.694551,-0.177714,0.009299,0.664843,-0.932190,-27.978568,-70.751468,-78.974561,-2.256548
1,0.055206,0.116990,-2.833709,-1.691750,-0.176773,0.009314,0.666335,-0.934165,-28.033283,-70.898838,-79.017582,-2.256490
1,0.055632,0.118065,-2.862386,-1.712002,-0.178670,0.009411,0.667436,-0.936379,-28.074048,-71.010766,-79.019046,-2.257820
1,0.055548,0.118039,-2.863251,-1.716211,-0.178782,0.009429,0.668889,-0.938980,-28.128956,-71.158793,-79.057058,-2.259811
1,0.055429,0.117528,-2.863131,-1.717249,-0.178846,0.009398,0.670436,-0.942406,-28.189843,-71.322083,-79.108905,-2.264396
1,0.055735,0.118710,-2.881538,-1.735406,-0.179978,0.009535,0.671714,-0.943909,-28.234220,-71.444380,-79.109624,-2.262489
1,0.055581,0.118919,-2.881454,-1.740432,-0.180097,0.009572,0.673236,-0.945882,-28.289124,-71.593491,-79.137085,-2.261791
1,0.055554,0.118633,-2.888734,-1.745302,-0.180698,0.009549,0.674810,-0.949332,-28.350561,-71.759132,-79.180320,-2.266032
1,0.056085,0.119973,-2.918675,-1.769190,-0.182544,0.009693,0.676129,-0.951492,-28.397988,-71.889827,-79.180418,-2.265984
1,0.056242,0.120477,-2.932676,-1.781819,-0.183481,0.009757,0.677664,-0.954011,-28.454490,-72.043727,-79.202932,-2.266753
1,0.056204,0.120561,-2.936580,-1.788392,-0.183787,0.009787,0.679343,-0.956708,-28.516796,-72.212627,-79.238355,-2.267774
1,0.056710,0.121817,-2.969068,-1.812472,-0.185883,0.009913,0.680749,-0.958997,-28.567369,-72.352114,-79.237865,-2.267683
1,0.057060,0.122230,-2.994907,-1.828873,-0.187599,0.009955,0.682317,-0.962247,-28.626858,-72.514489,-79.259070,-2.270536
1,0.056921,0.122560,-2.989269,-1.834492,-0.187182,0.010037,0.684168,-0.964265,-28.692851,-72.693536,-79.295431,-2.268524
1,0.057524,0.123545,-3.032040,-1.860289,-0.190059,0.010111,0.685615,-0.967481,-28.747345,-72.843924,-79.296249,-2.271210
1,0.057819,0.124409,-3.049092,-1.877817,-0.191065,0.010228,0.687341,-0.970071,-28.810118,-73.015451,-79.317372,-2.271106
1,0.057627,0.124588,-3.045124,-1.882608,-0.190862,0.010283,0.689280,-0.972239,-28.879346,-73.203501,-79.353552,-2.269121
1,0.058046,0.125723,-3.077421,-1.906235,-0.193055,0.010388,0.690900,-0.974906,-28.938048,-73.365324,-79.357157,-2.269266
