1,0.000463,0.000077,0.001135,0.000227,-0.001291,0.005013
2,0.029950,-0.000797,0.001469,0.001003,-0.007954,0.001765
3,0.036236,-0.003696,0.028662,-0.000747,-0.008048,-0.001705
4,0.035754,-0.005359,0.061063,-0.000680,-0.006775,-0.002286
5,0.033268,-0.006195,0.086243,-0.000660,-0.005970,-0.001226
6,0.030882,-0.006831,0.105850,-0.000664,-0.005685,-0.000160
7,0.029106,-0.007595,0.123050,-0.000671,-0.005872,0.000473
8,0.027820,-0.008512,0.139294,-0.000677,-0.006344,0.000734
9,0.027374,-0.061626,0.162060,-0.000817,-0.006915,0.001069
10,0.026736,-0.103845,0.185826,-0.000793,-0.007489,0.001214
11,0.025909,-0.129679,0.206819,-0.000781,-0.007821,0.001161
12,0.025167,-0.146657,0.225848,-0.000783,-0.008110,0.001126
13,0.024562,-0.159280,0.244279,-0.000790,-0.008428,0.001131
14,0.024052,-0.170043,0.262673,-0.000799,-0.008752,0.001152
15,0.023600,-0.180220,0.281156,-0.000808,-0.009062,0.001179
16,0.023189,-0.190392,0.299985,-0.005024,-0.008251,0.001209
17,0.022786,-0.200901,0.320542,-0.026077,-0.007685,0.000467
18,0.022396,-0.210507,0.339246,-0.000806,-0.009600,0.001039
19,0.022090,-0.219946,0.359019,-0.020887,-0.005961,0.000946
20,0.021806,-0.230346,0.377646,-0.000814,-0.010051,0.001012
21,0.021582,-0.241725,0.399385,-0.032535,-0.007849,-0.000715
22,0.021348,-0.251968,0.416607,-0.000815,-0.010265,0.001083
23,0.021186,-0.263613,0.439070,-0.035803,-0.007865,-0.001169
24,0.020989,-0.274019,0.458160,-0.033233,-0.008690,-0.000862
25,0.020784,-0.285061,0.479562,-0.038792,-0.008591,-0.001337
26,0.020568,-0.296925,0.502769,-0.048152,-0.008551,-0.001435
27,0.020340,-0.308687,0.526221,-0.057512,-0.008766,-0.001417
28,0.020112,-0.320009,0.549687,-0.067224,-0.009219,-0.001471
29,0.019895,-0.330860,0.573289,-0.077950,-0.009853,-0.001599
30,0.019693,-0.341213,0.597148,-0.090118,-0.010613,-0.001740
31,0.019516,-0.351251,0.621450,-0.104070,-0.011448,-0.001860
32,0.019954,-0.361933,0.648438,-0.121085,-0.034446,0.001101
33,0.020524,-0.371646,0.673365,-0.138802,-0.035500,0.001208
34,0.021088,-0.381249,0.698541,-0.158287,-0.037573,0.001312
35,0.021694,-0.391000,0.724185,-0.179708,-0.040812,0.001438
36,0.022369,-0.400808,0.750318,-0.203055,-0.045109,0.001621
37,0.023116,-0.410539,0.776943,-0.228331,-0.050373,0.001851
38,0.023939,-0.420090,0.804069,-0.255549,-0.056559,0.002114
39,0.024838,-0.429408,0.831707,-0.284721,-0.063646,0.002400
40,0.025817,-0.438461,0.859853,-0.315849,-0.071620,0.002703
41,0.026881,-0.447249,0.888507,-0.348928,-0.080470,0.003019
42,0.028037,-0.455789,0.917669,-0.383954,-0.090184,0.003343
43,0.029292,-0.464088,0.947332,-0.420918,-0.100754,0.003673
44,0.030652,-0.472156,0.977494,-0.459803,-0.112159,0.004007
45,0.032118,-0.479996,1.008158,-0.500610,-0.124362,0.004334
46,0.033701,-0.487585,1.039312,-0.543384,-0.137398,0.004654
47,0.035405,-0.494857,1.070888,-0.588127,-0.151297,0.004983
48,0.037234,-0.501846,1.102874,-0.634744,-0.166039,0.005314
49,0.039200,-0.508581,1.135268,-0.683204,-0.181652,0.005618
50,0.041316,-0.515060,1.168060,-0.733481,-0.198189,0.005901
51,0.043604,-0.521232,1.201155,-0.785447,-0.215896,0.006147
52,0.046025,-0.527150,1.234675,-0.839249,-0.234423,0.006488
53,0.048580,-0.532703,1.268829,-0.894386,-0.255807,0.010537
54,0.051615,-0.538033,1.303020,-0.951158,-0.274082,0.015893
55,0.054975,-0.543067,1.337330,-1.009288,-0.293998,0.022319
56,0.058400,-0.547871,1.371934,-1.068799,-0.315404,0.029493
57,0.061826,-0.552562,1.406808,-1.129831,-0.338093,0.036782
58,0.065294,-0.557122,1.441897,-1.192355,-0.362006,0.043886
59,0.068874,-0.561504,1.477158,-1.256313,-0.387142,0.050732
60,0.072614,-0.565683,1.512563,-1.321642,-0.413493,0.057384
61,0.076542,-0.569654,1.548098,-1.388281,-0.441027,0.063975
62,0.080669,-0.573417,1.583752,-1.456170,-0.469694,0.070669
63,0.084992,-0.576953,1.619507,-1.525282,-0.499437,0.077639
64,0.089507,-0.580270,1.655359,-1.595539,-0.530198,0.085004
65,0.094199,-0.583396,1.691333,-1.666912,-0.561887,0.092850
66,0.098867,-0.586343,1.727521,-1.739608,-0.594317,0.101184
67,0.338507,-0.586312,1.757327,-1.811564,-0.630723,0.112170
68,0.097763,-0.589115,1.799360,-1.887754,-0.664356,0.121739
69,0.358695,-0.587394,1.827449,-1.960396,-0.705673,0.136037
70,0.099329,-0.591645,1.870702,-2.039373,-0.736964,0.143940
71,0.376201,-0.588609,1.898109,-2.113408,-0.781442,0.158854
72,0.192917,-0.592442,1.942294,-2.194427,-0.810862,0.166034
73,0.364521,-0.592241,1.969919,-2.269986,-0.855345,0.180999
74,0.301747,-0.593200,2.009642,-2.351180,-0.887332,0.189268
75,0.329191,-0.593519,2.042330,-2.429048,-0.929359,0.203607
